"publication_version_id","publication_id","doi","title","abstract","description","Tags","Authors"
"1750","2693","10.4231/R7PV6HJ4","Structural Performance and Corrosion Resistance of Corrosion-Resistant Reinforcing Bars","The objective of this research program is to evaluate both the structural and corrosion performance of concrete bridge decks reinforced with corrosion-resistant reinforcement.","<p>Deterioration of bridge decks is a primary factor limiting the lifespan of bridges especially in cold climates where de-icing salts are commonly used. While controlling deck cracking or decreasing the permeability and porosity of concrete can improve performance and service life, chloride and moisture ingress as well as cracking cannot be eliminated. Full-depth cracks which are caused by restrained shrinkage allow for corrosive conditions at early ages for both the top and bottom reinforcement mats. Therefore, the use of corrosion-resistant reinforcement is essential to mitigate deterioration of bridge decks.</p>

<p>The objective of this research program is to evaluate both the structural and corrosion performance of concrete bridge decks reinforced with corrosion-resistant reinforcement. To achieve this objective, a three phase experimental investigation was conducted considering a wide range of corrosion-resistant reinforcing materials. These materials included stainless steel (316LN, Duplex 2205, Duplex 2304, and XM-28), MMFX II microcomposite steel, and coated steel (epoxy, hot-dip galvanized, zinc-clad, and dual-coated zinc and epoxy (Zbar)). Forty-five beam specimens with tension lap splices were tested in the first phase to evaluate the bond between corrosion-resistant reinforcement and concrete. The test data were combined with other data available in literature to construct a simple model for development and splice length considering the range of corrosion resistant bar types as well as unconfined and confined conditions. Twelve slab specimens were tested in the second phase to evaluate the cracking behavior of slabs reinforced with corrosion-resistant reinforcement.</p>

<p>Finally, one hundred twelve modified macrocells were constructed in the third phase to evaluate corrosion resistance under uncracked and cracked conditions. Transverse steel was also tied to the longitudinal steel to simulate actual bridge deck conditions. Based on the results of this study, a simple model is recommended for the calculation of development and splice lengths for both conventional black and corrosion-resistant reinforcing steel with and without confinement. Test results indicate that stainless steel, MMFX II, galvanized, and dual-coated bars have bond strengths comparable with black bars. Modification factors were developed for development and splice length calculations when other bar types are used. Recommendations are also provided for the control of crack widths. Considering corrosion resistance, identical reinforcing materials should be used in the top and bottom reinforcing mats while inert ties or ties made of the same material as the reinforcing bars should be used to avoid galvanic coupling. Finally, to assist in the selection of corrosion-resistant reinforcement, a ranking of the corrosion performance of various corrosion-resistant bars is provided based on test results and a visual examination after 503 days of exposure.</p>","bridge deck, civil engineering, corrosion-resistant reinforcing bar, datacenterhub, reinforced concrete, stainless steal, structural engineering","Chungwook Sim, Robert J. Frosch, Stanislav Pejša"
"1751","2694","10.4231/R7319T25","Effect of Maximum Aggregate Size on the Shear Strength of Geometrically Scaled Reinforced Concrete Beams","Dataset that supplements D.R. Deluga's disertation","<p>Shear strength of reinforced concrete beams without web reinforcement has been reported to decrease with increases in depth. This is often referred to as a size effect. This reduction in shear strength has been reported to decrease with the use of web reinforcement and increases in maximum aggregate size. The purpose of this study was to test two hypotheses 1) shear strength increases with increases in maximum aggregate size and 2) aggregate gradation affects this increase in shear strength. Maximum aggregate size is defined here as the size of the smallest sieve opening through which all aggregate particles pass. The proposed hypotheses were tested against results from ten simply-supported 12 in. deep beams, two simply-supported 48 in. deep beams and previous test results (Taylor 1972, Chana 1981, Murray 2010, McCain 2012). All beams tested in this study had the same length, effective depth, width, concrete cover, and longitudinal reinforcement size and spacing. The variables controlled in the experiments and described in this report were maximum aggregate size and gradation. Maximum aggregate size varied from 3/8 to 1 in.</p>

<p>A database was compiled using results presented here and previous results (Taylor 1972, Chana 1981, Murray 2010, McCain 2012) to evaluate the proposed hypotheses. The test results studied supported the first hypothesis. In two out of two groups of tests of comparable beams in which the only nominal difference was maximum aggregate size, an increase in maximum aggregate size led to an increase in shear strength. The second hypothesis was not supported by the test results studied . For the same maximum aggregate size, the unit shear strength was not observed to change with in the range of tested aggregate gradations.</p>","aggregate interlock, civil engineering, datacenterhub, maximum aggregate size, purdue university, reinforced concrete, shear strength, size effect, structural engineering","Derek R. Daluga, Santiago Pujol, Stanislav Pejša"
"1753","2696","10.4231/R7N29V4S","Reinforced Concrete Columns Reinforced with High-Strength Steel","In this project, the use high-strength bars (having a yield stress exceeding 80 ksi) as longitudinal reinforcement for columns is reconsidered.","<p>The focus of the work presented is on columns meeting current requirements for columns of special moment frames and columns with axial loads not exceeding the axial load at balance. The flexural strength of these columns is controlled by the strength of the steel. It follows that two sections with different grades of steel have similar moment capacities as long as the product of reinforcement ratio and yield stress is similar for both sections. Experimental tests of this hypothesis are presented. Tests of columns reinforced with steels having yield stresses ranging from 60-ksi to 120-ksi were conducted. It is shown that columns reinforced with high-strength steel can be used to reach drift ratios of up to 4%.</p>","civil engineering, columns, cyclic loads high strength reinforcement, datacenterhub, high strength steel, reinforced concrete, structural engineering","Jeffrey Rautenberg, Santiago Pujol, Stanislav Pejša"
"1754","2697","10.4231/R7BK19HF","An Investigation of the Unit Shear Strength of Geometrically Scaled Reinforced Concrete Beams","This study examines the influence of beam size on the shear capacity of geometrically scaled reinforced concrete beams without web reinforcement.","<p>The experimental program included six 12-in. deep beams and two 30-in. deep beams. All components of the large beams were geometrically scaled to have 2.5 times the dimensions of the small beams. The scaling included bar cover, bar spacing, and maximum aggregate size, as well as the overall beam span, width, and depth. Additionally, four of the small beams were cast using aggregate that had not been scaled to study the influence of aggregate size on the unit shear strength of beams of equal size. The specimens, each having a shear span to effective depth ratio of 2.3, were tested to failure under a concentrated load at midspan. The experimental results indicated that when all beam components were geometrically scaled in proportion to depth, beams of different sizes developed similar unit shear strengths, within 20% of one another. The ratio of aggregate size to beam size influenced unit shear strength to the extent that 12-in. deep beams containing 1-in. maximum aggregate size exhibited a unit shear strength that was 35% greater than the unit strength of specimens containing 1/2-in. aggregate.</p>","aggregate interlock, civil engineering, datacenterhub, reinforced concrete, reinforced concrete large beams, scaling effects, shear strength, size effect, structural engineering","Matthew Murray, Santiago Pujol, Stanislav Pejša"
"1758","2701","10.4231/R7NC5ZCR","Purdue University Buildings Demolition, Construction Images, July 2017, MATH Building Camera","Two iconic buildings on the Purdue University campus, the Engineering Administration Building and the retired Heating and Power Plant-North, were targeted for demolition in 2012 to make way for the construction of the Wilmeth Active Learning Center.","<p>[[Video(http://www.youtube.com/watch?v=K2OjyAGVXao)]]</p>

<p>Purdue&#39;s campus landscape continues to change with the construction of new buildings and the remodel of old buildings. In 2012 the Engineering Administration Building (ENAD) and the iconic Heat and Power Plant-North (HPN) were targeted for demolition to make way for the construction of the Wilmeth Active Learning Center (WALC); a building with offices, collaborative spaces and classrooms with an emphasis on new instructional models. The Purdue University Lyles School of Civil Engineering capitalized on a key opportunity for education and research. Five cameras were installed to capture images from the demolition of the Engineering Administration Building and the Power Plant, to the construction of the Wilmeth Active Learning Center. The images from 3 fixed cameras situated on the Mathematical Sciences Building (MATH) and the Potter (A. A.) Engineering Center (POTR) can be accessed and used for educational and research purposes.</p>

<p>Representative time lapse videos were created from these three cameras for each month of the project. The time lapse videos created from these images - 08:00 to 18:00, 7 days a week in each month - are accessible here: <a href=""http://dx.doi.org/10.4231/R70P0WXD"">http://dx.doi.org/10.4231/R70P0WXD</a>.</p>","active learning center construction, building construction, civil engineering, construction time-lapse, enadalc, purdue university, walc, wilmeth active learning center","Alexander M. Hainen, Andrew T. Sydelko, Darcy M. Bullock, David Burford, Michael Witt, Stanislav Pejša"
"1759","2702","10.4231/R7RV0KVB","Performance of Masonry Structures in Nepal","A survey of 21 masonry structures was carried out in Kirtipur, Nepal from June 6, 2016 to August 10, 2016.","<p>A survey of 21 masonry structures was carried out in Kirtipur, Nepal from June 6, 2016 to August 10, 2016. The masonry structures surveyed were constructed using a combination of mud mortar and stones, mud mortar and clay bricks, and cement mortar and clay bricks. The survey was conducted to study typical construction practices and detailing used in masonry structures in Nepal.</p>

<p>The data collected during the survey included structure coordinates, floor plans, plan dimensions, floor heights, wall thicknesses, mortar thicknesses, mortar type, stone/brick sizes, number of floors, photographs, and information on use of seismic banding.</p>

<p>The following information is presented in the parameter column:</p>

<ul>
	<li>&nbsp;&nbsp;&nbsp; Event</li>
	<li>&nbsp;&nbsp;&nbsp; Building ID</li>
	<li>&nbsp;&nbsp;&nbsp; Number of Floors Above Ground</li>
	<li>&nbsp;&nbsp;&nbsp; Average Floor Height</li>
	<li>&nbsp;&nbsp;&nbsp; Average Stone Wall Thickness</li>
	<li>&nbsp;&nbsp;&nbsp; Mortar Type</li>
	<li>&nbsp;&nbsp;&nbsp; Maximum Length between Supports</li>
	<li>&nbsp;&nbsp;&nbsp; Minimum Length between Supports</li>
	<li>&nbsp;&nbsp;&nbsp; Seismic Banding</li>
	<li>&nbsp;&nbsp;&nbsp; Aspect Ratio</li>
</ul>","adobe, brick, civil engineering, datacenterhub, earthquake engineering, masonry, mud, nepal, stone masonry, structural engineering","Prateek Pratap Shah, Pranjal Pratap Shah, Praveen Pratap Shah, Stanislav Pejša"
"1760","2703","10.4231/R76T0JSQ","Database on Performance of High-Rise Reinforced Concrete Buildings in the 2015 Nepal Earthquake","On April 25, 2015, a magnitude 7.8 earthquake occurred in Nepal. It caused more than 8500 casualties and left over 22000 people injured. Another major earthquake of magnitude 7.3 occurred in Nepal on May 12, 2015.","<p>On April 25, 2015, a magnitude 7.8 earthquake occurred in Nepal. It caused more than 8500 casualties and left over 22000 people injured. Another major earthquake of magnitude 7.3 occurred in Nepal on May 12, 2015. Thousands of buildings were destroyed and many more rendered unsafe.</p>

<p>Detailed surveys and inspections of reinforced concrete structures affected by the earthquakes in Nepal were conducted in a reconnaissance effort funded by The American Concrete Institute. The effort was concentrated on identification of buildings with structures similar to new and older reinforced concrete buildings in seismic areas in the U.S. The reconnaissance group consisted of 4 teams (A, B, C and D) with 3 or 4 people in each team. Data were collected between June 18, 2015 and July 01, 2015.</p>

<p><strong>Note:</strong> Data were also collected for 146 low-rise reinforced concrete structures in Kathmandu, Nepal: <a href=""https://datacenterhub.org/resources/238"" target=""_blank"">Performance of Low-Rise Reinforced Concrete Buildings in the 2015 Nepal Earthquake</a></p>

<p>This database contains information on 30 high-rise reinforced concrete buildings with 8 to 17 stories above ground. Building plans, drawings, photographs and GPS coordinates were collected for buildings that were inspected. Structural drawings and models were also collected for some of the inspected buildings. Locations where photographs were taken has been annotated on the drawings and building plans provided. For example, photograph name IMG_0038 corresponds to location 38 shown on the drawing/building plan. Photographs can be either viewed using the link provided in the &#39;Photos, Videos, etc.&#39; column or can be downloaded from the zip file provided under the &#39;Data&#39; column. For detailed drawings and structural analysis models please refer to the zip folder under the &#39;Data&#39; column. Damage level is depicted on the map as follows: Severe Damage in Red, Moderate Damage in Yellow and Light Damage in Green.</p>

<p>In addition, the following information is presented in the parameter column:</p>

<ol>
	<li>Event</li>
	<li>Building ID</li>
	<li>Number of Stories Above Ground</li>
	<li>Number of Stories Below Ground</li>
	<li>Structural Damage<br />
	a) Light: Hairline (crack width not exceeding approximate 0.13 mm) inclined and flexural cracks were observed in structural elements.<br />
	b) Moderate: Wider cracks or spalling of concrete was observed.<br />
	c) Severe: At least one element had a structural failure.<br />
	d) Collapse: At least one floor slab or part of it lost its elevation.</li>
	<li>Masonry Damage<br />
	a) Light: Hairline cracks occurred.<br />
	b) Moderate: Wider cracks appeared or large pieces of plaster flaked off.<br />
	c) Severe: The element collapsed or cracks wide enough to see through the wall appeared.</li>
</ol>

<p>The following people are gratefully acknowledged for their help with data collection: Mukund Prasad Sah, Kamal Baral, Bishnu Paudel, Robin Guragain, Prakash Nepal, Ujjwal Karki, Amit Kumar Sah, Ajay Kumar Karna, Prakash Mishra, Sewak Pandit, Hari Krishna Dhamala, Tirtha Raj Timilsina, Bharat Budhathoki, Bipesh Shrestha, Shailesh Bhattarai, Radhey Shyam Chaudhary and Niranjan Shrestha. Sincere thanks to the following for facilitating the data collection process:</p>

<ul>
	<li>Ministry of Urban Planning, Government of Nepal</li>
	<li>Department of Urban Development and Building Construction, Government of Nepal</li>
	<li>Shah Consult International (P.) Ltd.</li>
	<li>Dr. Sanjiv Shah</li>
	<li>Poonam Shah</li>
</ul>","2015 nepal earthquake, building performance, civil engineering, damaged steel beam bridge, datacenterhub, earthquake, high-rise buildings, kathmandu, nepal, reinforced concrete, structural engineering","Aishwarya Puranam, Prateek Pratap Shah, Santiago Pujol, Aishwarya Y. Puranam, Stanislav Pejša"
"1761","2704","10.4231/R7GB2275","A New Perspective on the Tensile Strength of Lap Splices in Reinforced Concrete Members","Three series of tests were conducted on specimens with lap lengths varying from 20 to 85 bar diameters. The results indicate that increasing the length of a lap splice beyond 45 bar diameters was an  inefficient way to increase the strength of...","<p>Current U.S. design provisions for lap splices of deformed bars in tension were developed primarily from tests conducted on beams with lap lengths not exceeding 40 bar diameters. But the provisions often require splices to be longer than 40 bar diameters. Recent structural failures have indicated the vulnerability of lap splices with length-to-bar-diameter ratios equal to or exceeding 40. In this study, the tensile strength of unconfined deformed-bar lap splices with different lengths is reexamined. The focus is on lap splices with length-to-bar-diameter ratios of 40 or more. The tensile strength of lap splices in configurations resembling those observed to have splice failures in the field is also examined.</p>

<p>Three series of tests (with a total of forty-five specimens) were conducted on specimens with lap lengths varying from 20 to 85 bar diameters. In series one, twenty-seven prismatic coupons were tested monotonically to failure in tension. In the second and third series, a total of eighteen beams were tested to failure. The beam lap splices were located in a region of constant moment.</p>

<p>The results in this study indicated that increasing the length of a lap splice beyond 45 bar diameters was an inefficient way to increase the strength of the splice. The results also indicated that a mean unit bond strength of 5&radic;f&#39;c (in psi) is not a lower bound, as suggested by current design provisions, to the strength of unconfined deformed-bar lap splices with a minimum clear cover of 1 bar diameter and a minimum clear spacing between bars of 2 bar diameters.</p>

<p>To address these issues, a new perspective on the tensile strength of unconfined lap splices is explored. It is suggested that, rather than setting a lower bound to the mean unit bond strength for design, an upper bound of 900&radic;f&#39;c (in psi) should be set for the maximum steel stress that can be developed in unconfined deformed-bar lap splices</p>","bond, bond strength, civil engineering, coupon, datacenterhub, deformed bar, development length, lap splice, reinforced concrete, splice lenght, structural concrete, structural engineering","Brian Richter, Santiago Pujol, Stanislav Pejša"
"1770","2713","10.4231/R7WH2N5R","Minimum amount of High-Strength Steel Reinforcement in Reinforced Concrete Elements","This dataset consists of tests on one-way slabs and walls to study the minimum amount of high-strength steel reinforcement in concrete elements that were conducted at Bowen Laboratory for Large-Scale Civil Engineering Research in Purdue University.","<p><strong>Tests of Reinforced Concrete Slabs</strong></p>

<p>Nine reinforced concrete one-way slabs were tested. All specimens were 8 in. thick and 14 ft. in length. The width of the specimens was either 30 in. or 40 in. depending on the target reinforcement ratio. The gross reinforcement ratio varied between 0.07% and 0.18%. Two grades of longitudinal reinforcing steel were used (Gr. 60 and Gr.120). No transverse reinforcement was used.</p>

<p>The specimens were cast in two batches(S1 and S2). Concrete strength on test day varied between 7500 and 9000 psi. The specimens were simply supported at a span of 12 ft. Two different types of loading conditions were used: 1) four-point bending and 2) three-point bending. Load was applied using hydraulic jacks Specimen naming convention: S1-120-09-A S1, S2= Concrete Batch 1 or 2 120 or 60= Nominal yield stress of longitudinal reinforcing bar (120 ksi or 60 ksi) 07, 09, 14, 18= Gross reinforcement ratio (0.07%, 0.09%, 0.14% or 0.18%) A or B = Four-point bending (A) and three-point bending (B).</p>

<p>Load was measured using two load cells: one at each load point for type A loading and both at midspan for type B loading Linear variable differential transformers were used to measure displacement along the span.</p>

<p>An optical tracking system (Optotrak) was used to record surface deformation at certain intervals during the test.</p>

<p><strong>Tests of Reinforced Concrete Walls</strong></p>

<p>Four reinforced concrete walls were tested. All specimens were 8 in. thick and 40 in. long in cross-section. The total height of each specimen was 14 ft. The gross distributed reinforcement ratio varied between 0.07% and 0.25%. Two grades of longitudinal reinforcing steel were used (Gr. 60 and Gr.120). No transverse reinforcement was used.</p>

<p>The walls were tested horizontally and spanned 12ft. between simple supports. Load was applied at mid-point resulting in an aspect ratio (height/length) of 1.8. Applied load was measured using two load cells at midspan. Displacement along the test span was measured using linear variable differential transformers (LVDT).</p>

<p>Optotrak, an optical tracking system was used to record surface deformations.</p>","bar fracture, civil engineering, datacenterhub, high strength steel, longitudinal reinforcement ratio, lvdt, mmfx, optotrak, reinforced concrete, reinforcements limits, slabs, walls","Aishwarya Y. Puranam, Santiago Pujol, Stanislav Pejša"
"1783","2726","10.4231/R7833Q6P","Cinema: On the Classification of Signs and Time: Lecture 23, 07 June 1983","Lecture given by French philosopher Gilles Deleuze at the University of Paris 8, 07 June 1983. This is lecture 23 of a 23-lecture seminar Deleuze taught between November 1982 and June 1983.","<p><em>The Deleuze Seminars</em> is a collection of audio recordings, transcriptions, and English translations of, and supplemental materials from, the lectures French philosopher Gilles&nbsp;Deleuze gave during his career at the University of Paris 8.</p>

<p>&ldquo;Cinema: On the Classification of Signs and Time&rdquo; was a 23-lecture seminar given from November 1982 to June 1983. This seminar revisits some of the main themes from the previous year&rsquo;s seminar (&quot;The Movement-Image: Bergsonian Lessons on Cinema&quot;), and offers further considerations of them. In these lectures, Deleuze examines cinema and Bergsonian philosophy vis-&agrave;-vis a range of philosophers from moderns to existentialists. Deleuze also discusses many of the artists and writers that appear throughout the other &ldquo;Cinema&rdquo; seminars.</p>

<p>In the 07 June 1983 lecture, Deleuze provides a recap of the seminar. Topics of discussion include: Bergsonian schemas (<em>sch&eacute;mas</em>); time; the direct time-image; the splitting (<em>d&eacute;doublement</em>) of the present; memory; the present as always split (<em>d&eacute;doubl&eacute;</em>) and intensified (<em>redoubl&eacute;</em>); the present that presents itself, and the past that the present was (<em>a &eacute;t&eacute;</em>); and the memory of the present.</p>

<p>This dataset includes: two mp3 recordings of the lecture (total time, 1:30:55), an aggregate version of the audio recordings into a single mp3, and the complete French transcription of the recorded lecture in both pdf (16 pp) and plain text.</p>

<p>-</p>

<p><em>Les S&eacute;minaires de Deleuze</em> sont une collection d&#39;enregistrements audio, de transcriptions et de traductions en anglais et de documents compl&eacute;mentaires des conf&eacute;rences que le philosophe fran&ccedil;ais Gilles Deleuze a donn&eacute; lors de sa carri&egrave;re &agrave; l&#39;Universit&eacute; de Paris 8.</p>

<p>&laquo;&nbsp;Cin&eacute;ma: de la classification des signes et le temps&nbsp;&raquo; &eacute;tait un s&eacute;minaire de 23 conf&eacute;rences donn&eacute; de novembre 1982 &agrave; juin 1983. Ce s&eacute;minaire a repris certains des th&egrave;mes principaux du s&eacute;minaire de l&#39;ann&eacute;e pr&eacute;c&eacute;dente (&laquo;&nbsp;L&rsquo;image-mouvement, Leҫons bergsoniennes sur le cin&eacute;ma &raquo;), et en offre d&#39;autres consid&eacute;rations. Dans ces conf&eacute;rences, Deleuze examine le cin&eacute;ma et la philosophie bergsonienne vis-&agrave;-vis d&#39;une gamme de philosophes, des modernes aux existentialistes. Deleuze discute &eacute;galement de nombreux artistes et &eacute;crivains qui apparaissent dans les autres s&eacute;minaires sue le cin&eacute;ma.</p>

<p>Dans la conf&eacute;rence du 7 juin 1983, Deleuze pr&eacute;sente une r&eacute;capitulation du s&eacute;minaire. Sujets de discussion comprennent: sch&eacute;mas bergsoniens; le temps; l&#39;image-temps directe; le d&eacute;doublement du pr&eacute;sent; le souvenir; le pr&eacute;sent comme toujours d&eacute;doubl&eacute; et redoubl&eacute;; le pr&eacute;sent qui se pr&eacute;sente, et le pass&eacute; que le pr&eacute;sent a &eacute;t&eacute;; et le souvenir du pr&eacute;sent.</p>","20th century french philosophy, audio recording, deleuze recordings, deleuze seminars, film studies (motion pictures), gilles deleuze, henri bergson, memory, philosophy, temporality, the present, the time-image, time","Gilles Deleuze, Matthew Kroll"
"1784","2727","10.4231/R7ZC8111","Performance of Low-rise Reinforced Concrete Buildings in the 2016 Ecuador Earthquake","The earthquake in Ecuador occurred on April 16, 2016 with a moment magnitude of 7.8.  It caused more than 660 casualties and over 27,730 people were injured. The survey was performed from July 10 through July 17, 2016 in the cities of Manta,...","<p>The earthquake in Ecuador occurred on April 16, 2016 with a moment magnitude of 7.8.&nbsp; It caused more than 660 casualties and over 27,730 people were injured.&nbsp; The majority of the human casualties and damage to infrastructure were concentrated in the coastal province of Manab&iacute;.&nbsp; As of July 10, more than 2,100 aftershocks had been reported, including 11 aftershocks exceeding a magnitude of 6.0. &nbsp;<br />
&nbsp;&nbsp;&nbsp; &nbsp;<br />
Following the April 16, 2016 Ecuador earthquake, a team of researchers supported by the American Concrete Institute traveled to the province of Manab&iacute; in Ecuador to document the properties of reinforced concrete buildings affected by the earthquake.&nbsp; The reconnaissance group consisted of 3 teams (A, B, and C) with 3 to 4 people in each team.&nbsp; In Ecuador, the team worked with faculty and students of the Escuela Superior Polit&eacute;cnica del Litoral (ESPOL).&nbsp; The following people from ESPOL are gratefully acknowledged for their help with data collection:&nbsp; Pedro Rojas, Carlos Quishpe, David Lindao, Alixon Ocampo, Marianela Delgado, Reinaldo Salazar, David Valverde, and Jonatan Villavicencio.&nbsp; Without the invaluable support provided by ESPOL, the database created here would not have been possible. &nbsp;<br />
&nbsp;<br />
The survey was performed from July 10 through July 17, 2016 in the cities of Manta, Portoviejo, Chone, and Bah&iacute;a de Car&aacute;quez, which are located in the province of Manab&iacute;.&nbsp; Approximately 170 low-rise buildings were surveyed.&nbsp; Data including photographs, structural and/or architectural drawings, dimensions, and GPS coordinates were collected for the buildings that were inspected and the a database was created.</p>

<p>The ground motion data for Chone, Manta, and Portoviejo are included in the supplementary materials.</p>","2016 ecuador earthquake, bahia de carequez, building performance, captive columns, chone, civil engineering, column area, damaged steel beam bridge, datacenterhub, disaster reconnaissance, earthquake, earthquake damage, ecuador, low-rise, manabi, manta, masonry infill, portoviejo, priority index, reinforced concrete, structural engineering, total floor area, wall area","Chungwook Sim, Enrique Villalobos, Jhon Paul Smith, Pedro Rojas, Aishwarya Y. Puranam, Santiago Pujol, Lucas A. Laughery, Stanislav Pejša"
"1787","2730","10.4231/R72F7KK2","Agro-Climatic Data by County, 1981-2015","Agro-Climatic Data by County (ACDC) is a county level dataset that combines annual corn/soybean/cotton/wheat yield with gridded growing degree days, precipitation, and soil characteristics data from public data provided by USDA-NASS, USDA-NRCS,...","<p>Agro-Climatic Data by County (ACDC) is designed to provide a county level base dataset for use&nbsp;in agricultural production and climate/weather research. Due to the recent popularity of raster imagery data (high resolution grid cell data), the demand for weather, soil/land and related&nbsp;data for research and applied&nbsp;decision support is increasing rapidly. The ACDC data set was developed to provide the most widely-used variables extracted from the most popular high resolution gridded data sources to end users of agro-climatic variables who may not be equipped to process large geospatial datasets from multiple publicly available sources that are provided in different data formats and spatial scales. Annual county level data for 1981-2015 are provided for corn, soybeans, upland cotton and winter wheat yields, and customizable growing degree days and cumulative precipitation for two groups of months (March-August and April-October) to capture different growing season periods for the crops. Soil characteristic data are also included for each county in the data set. All weather and soil data have been processed based on land cover/land use data and exclude soil and weather data for land that is not being used for non-forestry agricultural uses.</p>","acdc, crop yield, econometrics, forestry and natural resources, gdd, gssurgo, nifa, precipitation, prism, soil ph, statistical analysis, u2u, usda-nass, usda-nrcs, water holding capacity","Benjamin M Gramig, Seong Do Yun"
"1789","2732","10.4231/R7GF0RPJ","Private International Cartels Full Data 2012-4-13 2012-1 Edition","The Private International Cartels (PIC) Data Set comprises the largest collection of legal-economic information on contemporary price-fixing cartels. This subset of the data collection covers 1990 to 2012.","<p>The Private International Cartels (PIC) Data Set comprises the largest known collection of legal-economic information on contemporary price-fixing cartels. This publication constitutes a&nbsp;subset of the data collection that covers 1990 to 2012 in a Microsoft Excel spreadsheet. It also includes a data guide that&nbsp;details the scope, strengths, and limitations of the data.&nbsp;The first sections explain the scope, strengths, and limitations of the PIC data. The second section analyses the size of, injuries caused by, and antitrust penalties imposed on contemporary price-fixing cartels.&nbsp;</p>

<p>Pages 2 and 3 of the spreadsheet show currency exchange rates and, importantly, a list of footnotes and abbreviations such as two-digit industry codes and country codes.</p>","agricultural economics, antitrust, antitrust law, cartels, collusion, economics, injuries, law, penalties, price fixing, restraint of trade, trade regulation","John M. Connor, Michael Witt"
"2457","2732","10.4231/G5GZ-0505","Private International Cartels Full Data 2019 edition","The Private International Cartels (PIC) Data Set comprises the largest collection of legal-economic information on contemporary price-fixing cartels. This subset of the data collection covers 1990 to 2019.","<p>The Private International Cartels (PIC) Data Set comprises the largest known collection of legal-economic information on contemporary price-fixing cartels. This publication constitutes a&nbsp;subset of the data collection that covers 1990 to 2019 in a Microsoft Excel spreadsheet. It also includes a data guide that&nbsp;details the scope, strengths, and limitations of the data.&nbsp;The first sections explain the scope, strengths, and limitations of the PIC data. The second section analyses the size of, injuries caused by, and antitrust penalties imposed on contemporary price-fixing cartels.&nbsp;</p>

<p>Sheets 2 and 3 of the spreadsheet show currency exchange rates and, importantly, a list of footnotes and abbreviations such as two-digit industry codes and country codes.</p>","agricultural economics, antitrust law, antitrust policy, bid rigging, cartels, collusion, competition law, corporate crimes, damages, fines, industrial economics, oligopoly, overcharge, penalties, price fixing, recidivism, trade regulation","John M. Connor, Stanislav Pejša"
